game,ply,side_to_move,chosen_idx,n_legal,n_empties,i_move_bits,log2_m_bits,p_chosen,total_raw_count,chosen_raw_count,in_book,chosen_in_book,a1_minus_energy
0,54,1,55,4,6,4.0,2.0,0.25,0,0,0,0,8.375
0,55,-1,9,2,5,2.0,1.0,0.5,0,0,0,0,8.75
0,56,1,63,3,4,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,13.5
0,57,-1,14,1,3,0.0,0.0,1.0,0,0,0,0,13.75
0,58,1,7,2,2,2.0,1.0,0.5,0,0,0,0,22.0
0,60,1,0,1,1,0.0,0.0,1.0,0,0,0,0,20.25
1,0,1,19,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0
1,1,-1,34,3,59,2.2346638063499955,1.584962500721156,0.6374122693007538,61549,39233,1,1,1.1249999999999998
1,2,1,43,5,58,4.496253552987338,2.321928094887362,0.2215454406442734,39233,8692,1,1,0.0
1,3,-1,20,4,57,2.0405471857299635,2.0,0.9722861085556578,8692,8454,1,1,1.1249999999999998
1,4,1,29,5,56,2.609976286759761,2.321928094887362,0.819009339165386,8454,6927,1,1,1.0
1,5,-1,42,11,55,3.5937986443852172,3.4594316186372973,0.9110694724704526,6927,6320,1,1,0.12500000000000003
1,6,1,37,9,54,3.5423896769832375,3.169925001442312,0.7724617085109743,6324,4891,1,1,1.375
1,7,-1,21,9,53,6.075344209834163,3.169925001442312,0.13346938775510203,4891,653,1,1,0.7499999999999999
1,8,1,26,9,52,3.4870838521818026,3.169925001442312,0.8026490066225166,746,605,1,1,2.5000000000000004
1,9,-1,18,8,51,4.121306296222134,3.0,0.4596774193548387,612,284,1,1,3.1250000000000004
1,10,1,12,10,50,3.812253721470443,3.321928094887362,0.711864406779661,285,209,1,1,3.375
1,11,-1,13,10,49,3.549820694600899,3.321928094887362,0.8538812785388128,209,186,1,1,3.5
1,12,1,30,10,48,6.300123724569014,3.321928094887362,0.12690355329949238,187,24,1,1,2.625
1,13,-1,5,12,47,4.667424660913129,3.584962500721156,0.4722222222222222,24,16,1,1,1.0
1,14,1,33,10,46,6.022367813028454,3.321928094887362,0.15384615384615385,16,3,1,1,0.6250000000000001
1,15,-1,22,12,45,6.491853096329675,3.584962500721156,0.13333333333333333,3,1,1,1,1.7500000000000002
1,16,1,25,14,44,7.714245517666123,3.807354922057604,0.06666666666666667,1,0,1,0,4.125000000000001
1,17,-1,41,11,43,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,8.5
1,18,1,50,11,42,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,5.125000000000001
1,19,-1,31,15,41,7.813781191217037,3.9068905956085187,0.06666666666666667,0,0,0,0,3.5
1,20,1,10,12,40,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,1.1249999999999998
1,21,-1,11,11,39,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,2.75
1,22,1,3,10,38,6.643856189774724,3.321928094887362,0.1,0,0,0,0,1.875
1,23,-1,45,10,37,6.643856189774724,3.321928094887362,0.1,0,0,0,0,5.749999999999999
1,24,1,46,13,36,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,4.499999999999999
1,25,-1,47,10,35,6.643856189774724,3.321928094887362,0.1,0,0,0,0,5.375
1,26,1,53,14,34,7.614709844115208,3.807354922057604,0.07142857142857142,0,0,0,0,6.25
1,27,-1,60,12,33,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,6.875
1,28,1,38,13,32,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,8.000000000000002
1,29,-1,52,11,31,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,13.375
1,30,1,4,13,30,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,11.999999999999998
1,31,-1,2,12,29,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,11.875
1,32,1,39,12,28,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,9.499999999999998
1,33,-1,51,12,27,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,10.625000000000002
1,34,1,59,13,26,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,5.000000000000001
1,35,-1,61,14,25,7.614709844115208,3.807354922057604,0.07142857142857142,0,0,0,0,8.875
1,36,1,62,12,24,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,8.25
1,37,-1,16,13,23,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,6.374999999999999
1,38,1,24,11,22,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,7.5
1,39,-1,1,11,21,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,8.125
1,40,1,23,11,20,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,10.000000000000002
1,41,-1,15,11,19,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,8.375
1,42,1,44,9,18,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,11.0
1,43,-1,58,8,17,6.0,3.0,0.125,0,0,0,0,10.375000000000002
1,44,1,57,9,16,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,10.5
1,45,-1,14,7,15,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,6.374999999999999
1,46,1,32,8,14,6.0,3.0,0.125,0,0,0,0,5.625
1,47,-1,9,6,13,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,4.499999999999999
1,48,1,0,5,12,4.643856189774724,2.321928094887362,0.2,0,0,0,0,6.25
1,49,-1,8,6,11,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,3.5
1,50,1,6,3,10,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,4.625
1,51,-1,17,6,9,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,6.499999999999999
1,52,1,49,3,8,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,6.374999999999999
1,53,-1,40,3,7,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,10.625000000000002
1,54,1,54,3,6,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,8.5
1,55,-1,7,5,5,4.643856189774724,2.321928094887362,0.2,0,0,0,0,8.75
1,56,1,48,1,4,0.0,0.0,1.0,0,0,0,0,4.499999999999999
1,57,-1,56,3,3,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,11.125
1,59,-1,63,2,2,2.0,1.0,0.5,0,0,0,0,12.375
1,60,1,55,1,1,0.0,0.0,1.0,0,0,0,0,16.125
2,0,1,26,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0
2,1,-1,20,3,59,2.2346638063499955,1.584962500721156,0.6374122693007538,61549,39233,1,1,1.1249999999999998
2,2,1,45,5,58,3.163512262897709,2.321928094887362,0.5580304806565064,39233,21895,1,1,0.0
2,3,-1,34,4,57,6.478998157071245,2.0,0.044842230238823694,21895,981,1,1,1.2500000000000002
2,4,1,18,7,56,3.1391733098632923,2.807354922057604,0.7945344129554656,981,784,1,1,0.37499999999999994
2,5,-1,25,5,55,4.473339798678348,2.321928094887362,0.22509225092250923,808,182,1,1,2.125
2,6,1,42,7,54,5.067590694538724,2.807354922057604,0.2087378640776699,199,42,1,1,2.25
2,7,-1,11,7,53,3.667177264009344,2.807354922057604,0.5510204081632653,42,26,1,1,2.5000000000000004
2,8,1,10,9,52,4.051280504943693,3.169925001442312,0.5428571428571428,26,18,1,1,0.875
2,9,-1,44,6,51,3.0824621601919726,2.584962500721156,0.7083333333333334,18,16,1,1,2.9999999999999996
2,10,1,29,12,50,8.39231742277876,3.584962500721156,0.03571428571428571,16,0,1,0,3.875
2,11,-1,43,10,49,6.643856189774724,3.321928094887362,0.1,0,0,0,0,4.0
2,12,1,33,13,48,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,4.375
2,13,-1,19,10,47,6.643856189774724,3.321928094887362,0.1,0,0,0,0,3.5
2,14,1,37,13,46,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,3.6250000000000004
2,15,-1,17,10,45,6.643856189774724,3.321928094887362,0.1,0,0,0,0,3.5
2,16,1,16,9,44,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,0.875
2,17,-1,3,16,43,8.0,4.0,0.0625,0,0,0,0,1.0
2,18,1,12,10,42,6.643856189774724,3.321928094887362,0.1,0,0,0,0,1.6249999999999998
2,19,-1,24,13,41,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,3.5
2,20,1,32,7,40,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,1.875
2,21,-1,40,13,39,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,1.4999999999999998
2,22,1,48,8,38,6.0,3.0,0.125,0,0,0,0,1.875
2,23,-1,51,13,37,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,2.5000000000000004
2,24,1,59,11,36,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,3.1250000000000004
2,25,-1,52,11,35,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,8.000000000000002
2,26,1,50,11,34,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,6.374999999999999
2,27,-1,5,11,33,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,6.499999999999999
2,28,1,8,10,32,6.643856189774724,3.321928094887362,0.1,0,0,0,0,7.125
2,29,-1,60,10,31,6.643856189774724,3.321928094887362,0.1,0,0,0,0,8.000000000000002
2,30,1,61,9,30,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,10.125
2,31,-1,58,10,29,6.643856189774724,3.321928094887362,0.1,0,0,0,0,9.0
2,32,1,53,8,28,6.0,3.0,0.125,0,0,0,0,8.625
2,33,-1,62,9,27,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,10.000000000000002
2,34,1,41,7,26,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,8.625
2,35,-1,30,6,25,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,9.249999999999998
2,36,1,38,9,24,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,5.375
2,37,-1,31,6,23,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,6.75
2,38,1,23,11,22,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,9.125
2,39,-1,21,5,21,4.643856189774724,2.321928094887362,0.2,0,0,0,0,7.5
2,40,1,2,12,20,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,6.75
2,41,-1,39,8,19,6.0,3.0,0.125,0,0,0,0,6.875
2,42,1,54,9,18,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,9.0
2,43,-1,15,7,17,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,10.25
2,44,1,46,8,16,6.0,3.0,0.125,0,0,0,0,10.125
2,45,-1,49,5,15,4.643856189774724,2.321928094887362,0.2,0,0,0,0,10.5
2,46,1,47,5,14,4.643856189774724,2.321928094887362,0.2,0,0,0,0,5.25
2,47,-1,22,4,13,4.0,2.0,0.25,0,0,0,0,5.125000000000001
2,48,1,7,5,12,4.643856189774724,2.321928094887362,0.2,0,0,0,0,3.2499999999999996
2,49,-1,63,4,11,4.0,2.0,0.25,0,0,0,0,3.5
2,50,1,55,5,10,4.643856189774724,2.321928094887362,0.2,0,0,0,0,5.25
2,51,-1,9,2,9,2.0,1.0,0.5,0,0,0,0,4.875000000000001
2,52,1,0,6,8,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,15.625
2,53,-1,1,2,7,2.0,1.0,0.5,0,0,0,0,7.875
2,54,1,4,4,6,4.0,2.0,0.25,0,0,0,0,6.75
2,55,-1,13,1,5,0.0,0.0,1.0,0,0,0,0,6.625000000000001
2,56,1,57,3,4,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,14.500000000000002
2,57,-1,56,1,3,0.0,0.0,1.0,0,0,0,0,10.625000000000002
2,58,1,6,2,2,2.0,1.0,0.5,0,0,0,0,6.374999999999999
2,59,-1,14,1,1,0.0,0.0,1.0,0,0,0,0,9.249999999999998
3,0,1,44,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0
3,1,-1,29,3,59,2.2346638063499955,1.584962500721156,0.6374122693007538,61549,39233,1,1,1.1249999999999998
3,2,1,18,5,58,3.163512262897709,2.321928094887362,0.5580304806565064,39233,21895,1,1,0.0
3,3,-1,26,4,57,2.103144733480561,2.0,0.9310014155897529,21895,20387,1,1,1.2500000000000002
3,4,1,19,6,56,2.6054103945613796,2.584962500721156,0.985926569808353,24153,23818,1,1,0.37499999999999994
3,5,-1,43,6,55,2.6477749628479907,2.584962500721156,0.9573959032907992,23818,22808,1,1,1.2500000000000002
3,6,1,45,11,54,4.404483371249184,3.4594316186372973,0.5194109189142085,22940,11920,1,1,0.37499999999999994
3,7,-1,11,7,53,6.794830612663409,2.807354922057604,0.06304493628437291,11921,751,1,1,2.125
3,8,1,42,7,52,3.1688378159794923,2.807354922057604,0.7783641160949868,751,589,1,1,3.2499999999999996
3,9,-1,37,11,51,3.491033616023126,3.4594316186372973,0.9783333333333334,589,586,1,1,3.5
3,10,1,34,8,50,3.029443777892482,3.0,0.9797979797979798,586,581,1,1,6.875
3,11,-1,41,11,49,5.302562770020431,3.4594316186372973,0.27871621621621623,581,164,1,1,6.499999999999999
3,12,1,25,9,48,3.4246441390641023,3.169925001442312,0.838150289017341,164,144,1,1,6.625000000000001
3,13,-1,52,12,47,3.7998133730449846,3.584962500721156,0.8616352201257862,147,136,1,1,6.499999999999999
3,14,1,53,13,46,4.125192372253148,3.700439718141092,0.7449664429530202,136,110,1,1,6.625000000000001
3,15,-1,51,13,45,3.9131690421268206,3.700439718141092,0.8629032258064516,111,106,1,1,3.5
3,16,1,59,12,44,4.238786859587116,3.584962500721156,0.635593220338983,106,74,1,1,7.875
3,17,-1,60,12,43,3.8017738897943043,3.584962500721156,0.8604651162790697,74,73,1,1,7.5
3,18,1,61,11,42,3.642295675787108,3.4594316186372973,0.8809523809523809,73,73,1,1,7.875
3,19,-1,50,10,41,3.487514160605337,3.321928094887362,0.891566265060241,73,73,1,1,7.000000000000001
3,20,1,58,12,40,4.801773889794305,3.584962500721156,0.43023255813953487,74,36,1,1,8.125
3,21,-1,17,11,39,6.692092375427572,3.4594316186372973,0.10638297872340426,36,4,1,1,8.5
3,22,1,40,13,38,5.948367231584678,3.700439718141092,0.21052631578947367,6,3,1,1,8.375
3,23,-1,24,10,37,6.228818690495881,3.321928094887362,0.13333333333333333,5,1,1,1,9.499999999999998
3,24,1,20,10,36,5.78135971352466,3.321928094887362,0.18181818181818182,1,1,1,1,9.625
3,25,-1,46,7,35,5.807354922057604,2.807354922057604,0.125,1,0,1,0,4.0
3,26,1,47,14,34,4.932885804141463,3.807354922057604,0.4583333333333333,10,10,1,1,5.125000000000001
3,27,-1,21,7,33,3.8948177633079437,2.807354922057604,0.47058823529411764,10,7,1,1,5.000000000000001
3,28,1,12,11,32,5.044394119358453,3.4594316186372973,0.3333333333333333,7,5,1,1,4.25
3,29,-1,5,9,31,4.977279923499916,3.169925001442312,0.2857142857142857,5,3,1,1,4.375
3,30,1,2,12,30,6.491853096329675,3.584962500721156,0.13333333333333333,3,1,1,1,4.499999999999999
3,31,-1,4,9,29,6.491853096329674,3.169925001442312,0.1,1,0,1,0,4.375
3,32,1,3,10,28,6.643856189774724,3.321928094887362,0.1,0,0,0,0,5.25
3,33,-1,1,8,27,6.0,3.0,0.125,0,0,0,0,4.875000000000001
3,34,1,10,11,26,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,3.5
3,35,-1,33,7,25,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,6.875
3,36,1,16,10,24,6.643856189774724,3.321928094887362,0.1,0,0,0,0,4.750000000000001
3,37,-1,8,8,23,6.0,3.0,0.125,0,0,0,0,6.875
3,38,1,38,8,22,6.0,3.0,0.125,0,0,0,0,3.7500000000000004
3,39,-1,30,8,21,6.0,3.0,0.125,0,0,0,0,5.875000000000001
3,40,1,31,6,20,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,4.25
3,41,-1,23,8,19,6.0,3.0,0.125,0,0,0,0,4.625
3,42,1,14,7,18,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,4.0
3,43,-1,13,10,17,6.643856189774724,3.321928094887362,0.1,0,0,0,0,5.25
3,44,1,15,6,16,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,2.875
3,45,-1,7,10,15,6.643856189774724,3.321928094887362,0.1,0,0,0,0,2.9999999999999996
3,46,1,32,5,14,4.643856189774724,2.321928094887362,0.2,0,0,0,0,3.2499999999999996
3,47,-1,39,8,13,6.0,3.0,0.125,0,0,0,0,3.875
3,48,1,22,5,12,4.643856189774724,2.321928094887362,0.2,0,0,0,0,4.25
3,49,-1,55,7,11,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,8.625
3,50,1,6,5,10,4.643856189774724,2.321928094887362,0.2,0,0,0,0,8.5
3,51,-1,54,6,9,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,9.125
3,52,1,0,5,8,4.643856189774724,2.321928094887362,0.2,0,0,0,0,5.875000000000001
3,53,-1,9,3,7,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,7.625000000000001
3,54,1,49,3,6,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,6.875
3,55,-1,56,3,5,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,4.625
3,56,1,63,4,4,4.0,2.0,0.25,0,0,0,0,16.875
3,57,-1,62,2,3,2.0,1.0,0.5,0,0,0,0,4.625
3,58,1,57,2,2,2.0,1.0,0.5,0,0,0,0,5.5
3,59,-1,48,1,1,0.0,0.0,1.0,0,0,0,0,4.625
4,0,1,26,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0
4,1,-1,20,3,59,2.2346638063499955,1.584962500721156,0.6374122693007538,61549,39233,1,1,1.1249999999999998
4,2,1,45,5,58,3.163512262897709,2.321928094887362,0.5580304806565064,39233,21895,1,1,0.0
4,3,-1,44,4,57,2.103144733480561,2.0,0.9310014155897529,21895,20387,1,1,1.2500000000000002
4,4,1,37,6,56,2.6054103945613796,2.584962500721156,0.985926569808353,24153,23818,1,1,0.37499999999999994
4,5,-1,34,6,55,2.6477749628479907,2.584962500721156,0.9573959032907992,23818,22808,1,1,1.2500000000000002
4,6,1,18,11,54,4.404483371249184,3.4594316186372973,0.5194109189142085,22940,11920,1,1,0.37499999999999994
4,7,-1,42,7,53,3.46353247264359,2.807354922057604,0.6345573440643864,11921,7568,1,1,2.125
4,8,1,43,11,52,7.8181243943012895,3.4594316186372973,0.048741931234356474,7580,369,1,1,0.37499999999999994
4,9,-1,38,5,51,2.5496870259736255,2.321928094887362,0.8539603960396039,399,344,1,1,1.7500000000000002
4,10,1,30,8,50,3.5525410230287786,3.0,0.6818181818181818,344,239,1,1,1.375
4,11,-1,19,12,49,3.7556061547516233,3.584962500721156,0.8884462151394422,239,222,1,1,1.7500000000000002
4,12,1,21,12,48,6.584962500721156,3.584962500721156,0.125,228,29,1,1,4.375
4,13,-1,51,15,47,5.459431618637297,3.9068905956085187,0.3409090909090909,29,14,1,1,8.125
4,14,1,29,10,46,4.0,3.321928094887362,0.625,14,14,1,1,6.25
4,15,-1,53,13,45,4.647972298246957,3.700439718141092,0.5185185185185185,14,13,1,1,3.1250000000000004
4,16,1,46,13,44,4.941447817644887,3.700439718141092,0.4230769230769231,13,10,1,1,1.7500000000000002
4,17,-1,23,12,43,6.459431618637297,3.584962500721156,0.13636363636363635,10,2,1,1,1.6249999999999998
4,18,1,31,12,42,6.39231742277876,3.584962500721156,0.14285714285714285,2,1,1,1,1.2500000000000002
4,19,-1,39,12,41,6.491853096329675,3.584962500721156,0.13333333333333333,3,1,1,1,1.375
4,20,1,52,11,40,6.044394119358453,3.4594316186372973,0.16666666666666666,1,1,1,1,2.25
4,21,-1,61,10,39,6.78135971352466,3.321928094887362,0.09090909090909091,1,0,1,0,3.6250000000000004
4,22,1,60,11,38,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,4.499999999999999
4,23,-1,59,9,37,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,3.6250000000000004
4,24,1,33,9,36,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,5.000000000000001
4,25,-1,22,11,35,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,9.125
4,26,1,50,8,34,6.0,3.0,0.125,0,0,0,0,6.25
4,27,-1,13,12,33,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,6.625000000000001
4,28,1,58,8,32,6.0,3.0,0.125,0,0,0,0,6.25
4,29,-1,12,11,31,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,4.875000000000001
4,30,1,62,9,30,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,3.7500000000000004
4,31,-1,10,11,29,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,0.875
4,32,1,2,9,28,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,1.7500000000000002
4,33,-1,17,10,27,6.643856189774724,3.321928094887362,0.1,0,0,0,0,1.6249999999999998
4,34,1,24,12,26,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,2.75
4,35,-1,25,9,25,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,2.875
4,36,1,16,8,24,6.0,3.0,0.125,0,0,0,0,8.5
4,37,-1,49,7,23,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,4.125000000000001
4,38,1,41,10,22,6.643856189774724,3.321928094887362,0.1,0,0,0,0,10.375000000000002
4,39,-1,32,8,21,6.0,3.0,0.125,0,0,0,0,7.749999999999999
4,40,1,11,12,20,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,10.125
